,17-21,24-27,30-34,39-43,57-59,63-65
cg04347414,0.6419051880089922,0.5710045637146446,0.6428295966289593,0.6366456593170325,0.6391618539104907,0.5905413143174097
cg04360793,0.2704302713978525,0.22532785266272382,0.23558696233183735,0.24774886262227408,0.252921776809758,0.2756225293302457
cg05053440,0.2597183299352563,0.24234778227709386,0.2664355730143467,0.3070368204359153,0.25722169045523763,0.2645218233178773
cg05162523,0.8299091401689503,0.880158437589521,0.7777452194163595,0.8440642130408339,0.7571909112342894,0.7558265099426559
cg05436231,0.16876438568431584,0.15122591396615304,0.17407113335367583,0.12567048884567603,0.16706976649471064,0.22568824609767799
cg06419732,0.6226911389120842,0.6519418354146865,0.7355161258499735,0.6338176192961379,0.5665062359132692,0.6898345638423024
cg06619077,0.5780858226195686,0.5948120579560069,0.47049866384804806,0.491453975801779,0.40048479449262914,0.4346023412819599
cg06645033,0.23146895938624948,0.23932135039163543,0.24820176748281425,0.2887415398968461,0.2519972841994665,0.2956724207387845
cg07105947,0.0929221645566537,0.10031685556607438,0.0960847691751553,0.145262047372076,0.09525302818850047,0.13622081594416902
cg07135032,0.13385861680387975,0.12388478207039941,0.1358402323514017,0.153109089759318,0.14349020489699182,0.17017454157452025
cg07376381,0.5286729514416153,0.5245781800145465,0.5932280992156352,0.4780243682062973,0.544832497778134,0.5597357600082916
cg07499142,0.5549116319754898,0.5310490045406585,0.5458812419566523,0.5614109377275895,0.497495805301256,0.5145530188341949
cg07797073,0.31344820602833356,0.3119733732399125,0.3444297027722934,0.4059093135755133,0.3683775014590071,0.34240737530118787
cg08185241,0.14076581184385378,0.09499890935998132,0.14899727647491184,0.11877362645792984,0.12921324301590062,0.16500249357195743
cg08231710,0.22204149615809893,0.24447954407883457,0.25795649264402665,0.29234620086569707,0.2229320772204254,0.33150606720149384
cg08638320,0.38739625491754676,0.33095960259149976,0.357587420691305,0.4257386741850257,0.36217789561591823,0.38533180000173045
cg09315878,0.7838603116197354,0.8457831044197321,0.7640190571055768,0.7991362830731679,0.7222059524356778,0.7023167236473782
cg09793172,0.17604672944488736,0.15914927807790208,0.16775885117308212,0.16147605364938689,0.1869024937791884,0.208727355347565
cg09810089,0.3408897696495078,0.3445978390535627,0.33424478126990287,0.335367440245136,0.3853609575643147,0.3221403132609884
cg10052561,0.19013080410026473,0.18367965348946802,0.18265708036681735,0.2106158987249347,0.20271915817048236,0.2127872270389722
cg10167378,0.48903152503280634,0.44056866670166367,0.5805706102594466,0.47917323938875456,0.45305946203643543,0.44054201643881247
cg10230190,0.5399355686013486,0.6129654193343455,0.5100333918212188,0.5001901934663515,0.4454725692124857,0.4499027952665091
cg10501210,0.7768483804425635,0.8282438440401649,0.7290974062377835,0.6814848516460589,0.5026971484282842,0.43937536057874266
cg10510935,0.23324253778477919,0.2539846629158694,0.3224065255167704,0.2894937361171066,0.24681973906650523,0.2677840741963912
cg10702770,0.28797933935510844,0.2815818181399847,0.289940912916866,0.306803835095765,0.33797238539696856,0.34326441721188256
cg10961604,0.23503508316452293,0.18793292492952157,0.19464223272204245,0.19003152759792222,0.22534104471239283,0.2583630209159771
cg10962762,0.37519229431084,0.24416725491080565,0.39842068821587573,0.34934037602510265,0.33368723662879124,0.32296979452015634
cg10963061,0.50109386181848,0.49786816673401346,0.36710495661273324,0.5237878425063458,0.3476559464723752,0.4237457560607945
cg11066601,0.5071957525699475,0.5441747992806346,0.7810055309201388,0.6750582059958496,0.6815041404794767,0.7551271984697645
cg11156891,0.5478306108250343,0.6256955710447015,0.44728062421403375,0.5056869276757452,0.41067489021672704,0.3572400511291849
cg11215976,0.10355450862254093,0.10191712464244299,0.1077510741521921,0.10737968609131902,0.14083946758207863,0.16453707009846805
cg11258381,0.7821598170812596,0.8139724072016148,0.7631100620314917,0.7814958567816177,0.7274858333465725,0.6875251525033054
cg11343894,0.37555794299048895,0.5033929195666214,0.4562215802539734,0.3914305758901982,0.3675941215913235,0.30478631074916135
cg11379081,0.23421511343635265,0.19742265596204886,0.21441400611640987,0.24174944980420743,0.2458632417412552,0.24832703531095165
cg11518509,0.2026962018143892,0.17561082152461677,0.16795013041573187,0.1856150879571082,0.1996969277510556,0.20942380997886978
cg11574975,0.13946314869435672,0.11157355364931029,0.12640477680124157,0.118437993822601,0.14027463838564705,0.1510855145021846
cg12133962,0.774020196430534,0.8222869318533745,0.7571920456319432,0.7594791416863304,0.7245117970441184,0.7034651760345668
cg12526693,0.8711656961597457,0.8534913509502592,0.803273595076959,0.8851752409887921,0.7519646276291868,0.7148707531947363
cg12623852,0.2259554614905349,0.13941773639157937,0.23165731291307629,0.1874844087272692,0.25608516750285376,0.16691639223437763
cg12634306,0.654773697006928,0.668930290197155,0.66334694562392,0.7065244028099208,0.7132062249050078,0.6634169332234309
cg13060114,0.08905231786985209,0.054954197232935584,0.09784396450811256,0.142652836013744,0.1319531571895544,0.17414212324938205
cg13067553,0.3478829305822754,0.3469995123482189,0.41590154212870817,0.4567918999818149,0.4539022579453033,0.47910848718632665
cg13092405,0.3968435067996852,0.2903849157210767,0.39783904650305085,0.35404219580770996,0.3639565801213684,0.33115972492268403
cg13170051,0.20378799182027768,0.18633822744329157,0.2558698676873633,0.233881560746866,0.18767505132164672,0.19338427257346788
cg13300273,0.16315598728884764,0.12431705475992441,0.19899189485964883,0.19857139869032964,0.17849865475936744,0.21383038428001147
cg13443627,0.26366001747593126,0.17158569010647598,0.2732724475577527,0.36422661357430497,0.2610669284668537,0.27053130864205693
cg13449535,0.7525601162353877,0.8315024054717677,0.7395272391211111,0.7626746640045095,0.6678243190059789,0.6406187646306906
cg13460643,0.09094542790338882,0.05912648422514734,0.06825320913040092,0.04567674645966313,0.08964123662941903,0.10369805241816799
cg13566436,0.7504639183907639,0.8081811178053777,0.7028601428768706,0.7723029853283349,0.6763949777839869,0.7028994537752226
cg13781744,0.35964585042230707,0.3091232731720137,0.3822375284535239,0.3980966223474745,0.37848227353731706,0.39501058455429705
cg13785196,0.6791444947836786,0.7544680244753439,0.6378959010981192,0.6674604124542749,0.5946713507383515,0.5949627667707785
cg13897675,0.9473670955989085,0.9134442918369972,0.9293123610012495,0.9163510917572324,0.8263509929887158,0.8805161711359585
cg13985485,0.07888620426185484,0.08085346169620602,0.08088443285102767,0.09411928640506081,0.09910215698021367,0.13184319092106833
cg14515812,0.2696101109658267,0.23109166690292438,0.24220973384840913,0.227416305826401,0.2568834537298209,0.2573860096492908
cg14531564,0.7224497853236069,0.7555321744386114,0.7146146225755108,0.7166096852766176,0.6594915648646977,0.6337201141379963
cg14789818,0.23753178660034116,0.19914809015065016,0.2967280105660349,0.31902345499985,0.2686816488606368,0.27287023239753516
cg15084543,0.3148870999158414,0.29619860875836557,0.2998160485087671,0.2850328774934287,0.3444391852468691,0.327239555097492
cg15728256,0.11284303536072153,0.10446749274982059,0.13163517743151465,0.12119222788440036,0.15299961148833816,0.17302026780611565
cg15743907,0.743331927724221,0.7946024097428999,0.6788388101155265,0.6973057791287867,0.6649402263937191,0.6030402665892272
cg15979173,0.2440993877614485,0.23499210254595934,0.25008510866377204,0.27101460260690874,0.28799579131935077,0.2846793973086274
cg16101008,0.29615233883401265,0.31119979507534257,0.32837877928630455,0.32570252142143485,0.32848154331710655,0.32307583621335356
cg16290275,0.2728966322294312,0.25643655138779675,0.28821376928179876,0.27463491304051824,0.2001749583222816,0.2111080183500712
cg16355231,0.3273573387888302,0.3470893430485846,0.30334488635555534,0.34674920763149636,0.21528902612729062,0.1968446920753363
cg16419354,0.11093708529230328,0.09103826782290583,0.12767058069706735,0.14717452756822963,0.146603529331538,0.17526044273408758
cg16532282,0.35117191748004806,0.3115297187502996,0.37808069069544975,0.29426356551369803,0.3620151716436699,0.3072034629090783
cg16554164,0.589624359476397,0.6287622410379625,0.5957898863477361,0.6202778700105401,0.5587164483985781,0.5311535663488579
cg17163168,0.11554824580607155,0.18140928939241593,0.17397565542096244,0.22425296777937906,0.1870880523860774,0.20637723054046422
cg17210938,0.38874900568932613,0.23027185483274162,0.35826849018732776,0.45263583663176216,0.3440311016779723,0.4002983824534656
cg17449954,0.11506500254242757,0.09215816607960287,0.09911435809889879,0.10311142329888248,0.11411557951827785,0.13685654650316678
cg17463745,0.11999249665250264,0.11383208886551674,0.08819888732868986,0.15117961907679028,0.10792241465528023,0.11276581972297749
cg17471939,0.2982933899092324,0.3907974077129406,0.3694067722213929,0.46870543443464074,0.3391871295459184,0.4382016531309108
cg17496659,0.12445594505835489,0.10237163925406384,0.11981800202293562,0.11569368996049892,0.13168915137366485,0.14798821639097406
cg17804348,0.3319561323331561,0.3823543252841593,0.39995633957081533,0.4412343505849955,0.40788752216893087,0.4809703683428113
cg17928286,0.28597473646393073,0.24281170169856633,0.27160581466575834,0.27321803635420183,0.2667280020002912,0.2503966567171201
cg17966560,0.09203186328362482,0.0982099967326728,0.13226164279176195,0.12100501291235846,0.12462079640873396,0.1354808010673552
cg17974166,0.18890192821742233,0.1781791476313947,0.20905599429382454,0.34897465917945747,0.17697281276112817,0.22197847254186243
cg18235937,0.09428596310745863,0.05584089140563876,0.1004112744685346,0.08636724276504318,0.12392565703640378,0.12656358713680257
cg18279094,0.1080577630408309,0.07915181172390573,0.10915771958371825,0.1473243292819077,0.14545282901689324,0.1664986637111768
cg18564989,0.07317610331813047,0.0962380152275637,0.11382793023227755,0.09004955806958206,0.12221293622054501,0.1452096679572805
cg18792022,0.17538603634119662,0.14961554464541202,0.21019553009051833,0.2149688097530873,0.19893079626042,0.23092853500134444
cg18794839,0.059973879415646435,0.04669125519890882,0.033365668676482566,0.06344672628861943,0.10928965984720385,0.06991070781646537
cg19022697,0.757998801884155,0.7357481189882666,0.6859029067028402,0.6689936264857922,0.703889271190838,0.6960224314447553
cg19081101,0.4174135821101842,0.43581357526140224,0.4474995921627918,0.426410010621605,0.3994418464834921,0.3493004131968722
cg19098932,0.4165487027163667,0.5028341316883495,0.4031508043666309,0.4241927565834257,0.3141658704273667,0.32444269817090987
cg19645639,0.7424690200379416,0.748102935993031,0.6859757740809593,0.6993795450131225,0.5730946098543345,0.6131457466458653
cg19730691,0.29281102077865934,0.2701602549956235,0.29170477178943327,0.29895583630180467,0.3037958644840535,0.3327819570620288
cg19757631,0.8672876858618096,0.8954283448168223,0.8326394713240518,0.838395911461172,0.7946576546732246,0.7950607179567633
cg19922137,0.0942007432294589,0.08023420507734738,0.086140058741901,0.11657191480961855,0.09489389109117234,0.12848122865886089
cg20016673,0.1611827411389089,0.20309747359008112,0.2307187303826371,0.2755011734064022,0.19225485984076385,0.22584161016837792
cg20329210,0.125124940416442,0.22084155475231815,0.1209018271791529,0.14421398779036954,0.13190240835208628,0.2025647659836031
cg20462561,0.6019808286604622,0.6264994777394046,0.6091316344390514,0.6023286156912678,0.6448185019222454,0.6196128673253002
cg20674490,0.7316091281072445,0.7943529005974731,0.6557328062362059,0.7383837152751629,0.6330107486905812,0.6213306945224598
cg20677901,0.1099580882643894,0.06089368522432976,0.10388300805959254,0.08870296988941032,0.12205160400962249,0.14947363604172384
cg21161394,0.17028705287022944,0.12323184002813314,0.20368167110200425,0.17857125632806148,0.19875602548406035,0.209800854524493
cg21270860,0.1717434330570986,0.14939201745727995,0.17484065567511559,0.17148846088720415,0.17097532978689486,0.21525422089780863
cg21460394,0.03538328585641746,0.056449132018129566,0.11130540010256502,0.22063151075086135,0.0768616660439412,0.11347616041554992
cg21609526,0.40628198423386486,0.42153835978731446,0.5445133777814289,0.433112933469286,0.43531846209897435,0.4396977211613799
cg21778193,0.6571175862011932,0.6390365208369753,0.7371417801480145,0.7590569860735373,0.6973735671743838,0.6967344040916572
cg21834207,0.14427740356832647,0.10975743739899937,0.11627905506600733,0.15132682071629305,0.14224688645628955,0.19980224238973446
cg22344745,0.480784811860107,0.45177364693100364,0.5162523706367314,0.513074994416502,0.4515053259555399,0.4669528698624057
cg22350048,0.5597292628243944,0.5687985377959076,0.5253524208385901,0.55900313200417,0.45695527029751953,0.40266435570859144
cg22507154,0.5028925267819291,0.4886151035830592,0.4141290419451297,0.41011169099929584,0.3884070711713121,0.4606257543926153
cg22617819,0.7538614473188551,0.761745175158328,0.7331020817085024,0.7120531370636541,0.6765316507538435,0.6785109904417054
cg22694818,0.1939088148580494,0.15958879598543743,0.18240493095145713,0.21111619707799328,0.19842531037466019,0.24839286936410346
cg22816091,0.5461055250432512,0.5280646901398577,0.5764930720040338,0.5376235570277084,0.5282034732854148,0.5285300936899416
cg23014549,0.7663037925668622,0.8149566398045885,0.7616084713601174,0.753913429103247,0.6970778408734549,0.6200842705255372
cg23115387,0.4428235489335021,0.4159790804916509,0.46096354378821947,0.4672407685169723,0.44148661348391194,0.4521968532452538
cg23173688,0.3678491159375143,0.3770969937239751,0.3955991832614344,0.4116030333435683,0.40692265883413636,0.41953209010593834
cg23610373,0.21823894206837724,0.17231898740069287,0.2795369727592078,0.3168283003216764,0.2445663249194716,0.27584561076749875
cg23629166,0.7399592115384257,0.7325978318863703,0.7019259748640063,0.707149843979557,0.592308614880856,0.596713317799202
cg23847109,0.13066706368751663,0.08656717374700586,0.10204628312368318,0.14909774836558626,0.14084082089028618,0.16335151903987674
cg24073777,0.8118277239352881,0.8483671840757779,0.7607828335079831,0.7870446683977134,0.7308593019940898,0.6717416540304654
cg24346905,0.0987568519242431,0.10976861458001078,0.164391585484589,0.1926272795466076,0.13759822079607478,0.1493454102512106
cg24427376,0.31119339549558095,0.25734662414627396,0.2957882507707268,0.2986344338419976,0.3126500477709839,0.29376742858566507
cg24442740,0.23806715022859767,0.17881898592597978,0.2157080130966635,0.16134597121631078,0.20332558481861185,0.18605132699457128
cg24466241,0.21330593075198898,0.20221375170706032,0.19998697080321892,0.22688994603967066,0.23943208046433148,0.2690274209174775
cg24845595,0.4306115202704345,0.40227040262656577,0.39087390958995344,0.40991844687423856,0.38141235484437813,0.37824108857583966
cg24998527,0.3975030741843567,0.4367204696149392,0.4669488829506748,0.40942856448962167,0.4370261875837074,0.4001415003418418
cg25137787,0.5547983100252954,0.4855264472217589,0.5579806612921436,0.5400289571919601,0.5218662450486177,0.48793565625438723
cg25607920,0.4685477195957052,0.5060710662828716,0.4750693696294494,0.6511025357666654,0.33579769886473393,0.34295456177001055
cg25773262,0.3535979551645826,0.3147446275211613,0.3495960474019372,0.34507036666968866,0.3571162514734978,0.37335562606028555
cg26008365,0.16680331238948165,0.13571577049776462,0.20412867345320543,0.1767362672405724,0.1968997386371815,0.23328931047144175
cg26038582,0.5193303871819146,0.5525878952040089,0.48386215923249176,0.6948251874097476,0.3665992335865473,0.37181226679848556
cg26055950,0.355989329678258,0.412184211405347,0.4043944872308082,0.4354356038842512,0.3904887483470519,0.4458735759857917
cg26247646,0.6630880612786465,0.6666492478837134,0.6191249826103034,0.603598395336273,0.5374262117337228,0.5850068865937692
cg26345105,0.3835525181486274,0.4003020816682882,0.4106202556522918,0.4321827370366253,0.4258766919782055,0.45223584833521385
cg26347746,0.46851126031684415,0.44474672617609573,0.40559420378084904,0.3548240772628036,0.24832325733988658,0.32047481106982456
cg26422458,0.13864545821915963,0.12000760899273588,0.14884560124612256,0.18050672369869503,0.1787493804558118,0.2000130198303919
cg26553501,0.8589395266939552,0.8702442566176801,0.7865834852092594,0.8384613857669665,0.7446854899064208,0.6995267564089399
cg26558485,0.17906038999267726,0.13075571379120277,0.17609870664520635,0.17270471733334047,0.19135235648404544,0.22067349513697013
cg26574680,0.1109010024629113,0.08851932546699069,0.15449380844412494,0.17578421893751192,0.16612321140932937,0.16038312326707507
cg27179622,0.44472003841959606,0.43608439318533665,0.508693905060982,0.41156615603159263,0.4591849969105895,0.46103800382858195
cg27549720,0.22011225005520835,0.20172199824316084,0.26819439488111085,0.2792611694641415,0.2764807609805828,0.27379711308260163
cg00573770,0.470926089387343,0.5170836924395564,0.41675903410853515,0.34631273676747226,0.31648443715517804,0.3143135383448639
cg01243072,0.5666554278798376,0.5620079602486732,0.560359468854297,0.5308180494006811,0.5045592766663893,0.46228703080756955
cg01615704,0.06323578471694721,0.042618037160215116,0.07713024264209303,0.04852913194286081,0.0908557040697211,0.11324873188583756
cg01620164,0.7425916703694654,0.7200573420129125,0.6945278917481285,0.5764887777787335,0.401298701666115,0.40617487069551056
cg01898698,0.2299092103980064,0.1983597688366488,0.21309236207242122,0.24320373498006487,0.24217394635897446,0.2654234591974873
cg02347074,0.16112609749551765,0.1464022588301126,0.16478239147270485,0.17506099211901197,0.18425605684027166,0.21180591637898602
cg02592271,0.5354427859056852,0.5860365208971101,0.580479663628381,0.6096461671379851,0.5487700425726141,0.5686372215225046
cg02629106,0.17433106689559674,0.1656201665663348,0.1795620754903892,0.22101702773018497,0.22336521039025004,0.24796934973165696
cg03451670,0.1155717095306216,0.08947759807616781,0.09299944508271092,0.1113673529815757,0.13835611490639999,0.13055986276479312
cg03581262,0.49035232082491226,0.48133795586073136,0.4762002231705419,0.470767767440963,0.4359251345019592,0.4375787208456181
cg03738707,0.27053694487960134,0.24881041933013281,0.37252660022444617,0.430383062487435,0.35729887322664106,0.2876431033241819
cg03782202,0.21315937038829064,0.17214257737971836,0.2463784163934152,0.28320951210235334,0.22483493582128644,0.22776642551448148
cg03877767,0.6070919986533964,0.608396489793381,0.5890480325972398,0.6008717337543471,0.5631810908621618,0.5811064185594758
cg03964958,0.09656691315867193,0.05705725821655423,0.10672732923620791,0.11974521247642986,0.12142682330422061,0.13943507803393362
cg04319873,0.2977815011755563,0.20119446640847993,0.27895508277592534,0.29839326090861623,0.252839261084666,0.30396482702800676
cg04575202,0.2319270726241553,0.19865201930567997,0.22490435687859164,0.20059157178548004,0.19732441498450692,0.23310859597068448
cg04667538,0.7981506058061292,0.7790336675057333,0.8173721358922613,0.7848473531670436,0.7402780880350351,0.7801948984875225
cg04790977,0.3136365729890233,0.34385719334367354,0.36896651870292807,0.45205335708506295,0.29621555968731644,0.3021327774246759
cg04864807,0.2615144546146177,0.22863557942319201,0.21410108274645528,0.2191423163949442,0.20079198257924546,0.24616547721247564
cg05313794,0.7642571434021782,0.7897593783537639,0.7597620120424592,0.8017960621783505,0.7909020901344674,0.6775012464226705
cg05852568,0.43361837668789105,0.45561275823144853,0.47597233726446647,0.6677864515455388,0.47527392616624037,0.4414363162271884
cg05890377,0.22818705099515452,0.4088650241763876,0.2704466711040323,0.17972145234546705,0.24656539942705202,0.2167644677208568
cg05903289,0.6116907759241268,0.5923360946312121,0.5761307685938541,0.5350225003438274,0.5142713996373364,0.5201045059725136
cg05979020,0.24453982353288292,0.21380769764496588,0.22423453863943318,0.2590329529831638,0.2740759261237835,0.27460431807440405
cg06202737,0.509870421811288,0.4692220888747802,0.4684477015737116,0.5200289664296862,0.39567698712792754,0.4251134013261268
cg06282964,0.33617914961961287,0.3281462075827426,0.3438409375934164,0.5209244869753644,0.3013400122061522,0.33077670007022086
cg06536868,0.5472263337685822,0.6295852027582582,0.6350701560565207,0.6284533097712425,0.6223858832432022,0.6120097868678522
cg06588802,0.7967899642490023,0.8183325986879857,0.7813021637572941,0.8241166588971579,0.7920771832008402,0.699930611212221
cg06627617,0.28236361332835314,0.3612453405978392,0.42957451450650697,0.39954875489914066,0.33005334412634296,0.3666272804005944
cg06638795,0.287833723702699,0.2948344417299871,0.31389604825136286,0.3101923613409383,0.33867283686600813,0.29782443534139097
cg07203423,0.12369722813016085,0.07655446025787829,0.09490116750952585,0.10237896902965604,0.11376990517180623,0.13569709123999063
cg07205203,0.4506319014723914,0.4195002436934411,0.38813576219632284,0.37654628700023085,0.3136018617032104,0.3221626726221709
cg07594247,0.6157689304727594,0.6392621215029535,0.5149797709791106,0.65744551170631,0.4967865407402654,0.5689011886959241
cg07673080,0.7825072380485512,0.760586500438825,0.7074196364260049,0.8204662638846365,0.6837460491207148,0.5923260330942911
cg07894334,0.6737333040228262,0.6764328575370955,0.6643423433453058,0.7161017841887423,0.6162226079890815,0.5776668353759423
cg07974504,0.428687556333659,0.43752733176044767,0.5221009895825421,0.5705266623527327,0.5166975256011461,0.545479693957715
cg08123444,0.7469776546994057,0.7487056740822915,0.6654136971640933,0.744997366247956,0.6333484025632017,0.6157742190080021
cg08184652,0.11460779827569842,0.08228844233734478,0.11063457526093652,0.10522710640112046,0.11206485890528024,0.1332419008162956
cg08186790,0.4506000403285692,0.5280428831312086,0.4354571824844933,0.47295579874958654,0.39715120338929744,0.3954790580596936
cg08566455,0.16437561171545023,0.12226630065297392,0.16399830551701045,0.15452815768558253,0.23173320134740952,0.24361441595891978
cg08806184,0.5537448910200892,0.563508629904718,0.4776139067375613,0.511991858069279,0.43451883278083026,0.4440177424953193
cg09015973,0.29929102401451074,0.32573048120559805,0.36123064241929237,0.2595245687495125,0.22574404678630602,0.23553709499633949
cg09982942,0.4069113790412187,0.4240282717360586,0.3411607554699965,0.40388744441818786,0.34491137551952095,0.4058642741811114
cg11358945,0.2498701190605567,0.19086682074387257,0.24412183816452493,0.2561093488980621,0.27210882563785216,0.27726446456496473
cg11546137,0.09000925461830399,0.06508944260975236,0.0639328719923734,0.057821329049347205,0.08276879702244173,0.10005171747237789
cg11765362,0.5512594774746719,0.5803148979180406,0.48246819975874117,0.5220856942237373,0.46944787287450795,0.4504015352501911
cg12157614,0.36639414612927845,0.36137775803453676,0.3897142793478656,0.3554193982818483,0.3886877348153699,0.3928272724186727
cg12573791,0.6329251254290267,0.5971646972599567,0.46870919242540354,0.5557118014120164,0.494124643622939,0.5156398992614842
cg13283952,0.3329345580506575,0.31547355514600667,0.3267192624764509,0.34311641178615243,0.3186478732387103,0.32582914132684615
cg14410016,0.3432906294520949,0.3219560567501653,0.31061768031644754,0.3366688143886881,0.3562338085873444,0.3791882316444492
cg14417784,0.30838503959533964,0.27631845334279503,0.3101827999228512,0.43611767797278034,0.3480321431706182,0.2748716405445791
cg14453187,0.12787753306961624,0.10217277315964265,0.13695094669184038,0.12416432849093009,0.13357478586477597,0.17177753265820742
cg14473102,0.06500250781660388,0.03304742445317656,0.05928560687650948,0.07647312616331516,0.09044472935588128,0.09528146376157377
cg14481208,0.3650491379347041,0.3194851988610824,0.3411347472180137,0.35704729906119964,0.28932825569421766,0.3224890373889467
cg14535980,0.1435233326236753,0.1326686458150364,0.12823593463396343,0.12915780537635285,0.13514460578003365,0.1441669072472035
cg14659346,0.1793025993609117,0.21031222344284256,0.21740553217437703,0.22545577644658704,0.18878940634338584,0.23091931530386992
cg15121420,0.6178143873270535,0.6070686302425861,0.6030097026338883,0.6078991457544513,0.5591633976427265,0.5386571342402247
cg15165122,0.30315977820554835,0.31518929085663083,0.3171457439620402,0.31410311709710814,0.28554189734202495,0.3147500882140449
cg15506703,0.6087902467924738,0.6532244086972524,0.5250472869950821,0.6996374317357905,0.44177506424044594,0.4886290170652276
cg15806569,0.5112866596987198,0.6355066517601493,0.4858572031984771,0.5491175472101147,0.4291990875427354,0.5729286560309462
cg15833099,0.7157513170575731,0.7020063281451902,0.6726667233101524,0.7858820034363884,0.7594738830726272,0.7010595465795971
cg16306978,0.5074199699168951,0.4579203917426129,0.48548127033600297,0.4871491698190389,0.47687041168992006,0.4274979188696227
cg17158414,0.5828305533262188,0.6383069175704087,0.6138761486397606,0.6548147961086024,0.6442002384845951,0.6263983905120701
cg17980283,0.22793434248163144,0.20768097017404222,0.21040682948273864,0.21161176506799978,0.25604164563254234,0.2591189911244297
cg18077307,0.5592173063528576,0.5927378617659793,0.558171777017006,0.5705457475109714,0.5084100688908345,0.49030967533380365
cg18192325,0.7825301819665871,0.7746056844539218,0.7505331431544102,0.7963438620962113,0.7752035685338313,0.7317817370747973
cg19051213,0.7694222541058509,0.814672510841526,0.7067992687492796,0.7528222259818603,0.669036388455679,0.6350503586037264
cg19052272,0.7073100803035417,0.7168683056528462,0.7060721164480617,0.7772881902491353,0.5369386993883536,0.6303257200940781
cg19075787,0.3099286485872614,0.29800417530570283,0.32790004506337644,0.33696194163922016,0.2719789444839136,0.25354627650318556
cg19761848,0.08024170024927312,0.03873175423309961,0.07298802395365327,0.1013134070823293,0.10526854560798227,0.11742877612852042
cg20065463,0.2530289832039502,0.21294156519810778,0.20809831349652316,0.2499946634982638,0.24968108951807097,0.30036112582767
cg20139706,0.21291435380232965,0.21985926406939033,0.1992940477234275,0.20250305027763074,0.2262812928311374,0.2563253963534026
cg20225999,0.8195947669471331,0.8539951899185162,0.8084830242231517,0.7887107705026868,0.7247218038776433,0.7513975476917235
cg20314884,0.5341536315807597,0.5991967840037404,0.6727396002708479,0.598746716424941,0.528326632642449,0.5538115510519336
