,clusters
cg20225999,1
cg20314884,4
cg20698421,1
cg20927661,0
cg20945085,0
cg21032567,5
cg21248554,4
cg21918313,5
cg22242842,3
cg22712983,6
cg22878388,1
cg22880770,5
cg22920501,4
cg23546474,0
cg23606718,7
cg23649088,4
cg23668184,0
cg24079702,7
cg24127874,5
cg24436906,7
cg24516106,4
cg24611351,3
cg24633978,7
cg25242471,5
cg25298319,1
cg25487775,4
cg25731401,5
cg25810938,0
cg26075039,4
cg26123256,5
cg26337070,1
cg26641076,2
cg26874229,4
cg27088072,2
cg27291468,3
cg00664406,7
cg00817731,4
cg01079515,4
cg01788113,4
cg01797371,1
cg01896761,0
cg02605996,1
cg02773588,1
cg02834909,4
cg03484180,3
cg03540175,5
cg03646916,7
cg03921696,3
cg04222358,5
cg04453050,0
cg04738965,7
cg05134945,0
cg05768427,7
cg05937737,0
cg06062984,0
cg06598836,7
cg06636831,5
cg07553761,7
cg08048268,1
cg08450017,4
cg10263370,0
cg10603275,0
cg11236526,0
cg11883836,2
cg11885357,4
cg12468774,5
cg12595013,0
cg13331200,5
cg13790603,7
cg14051544,0
cg14325153,4
cg14654533,2
cg15618978,0
cg16768018,0
cg17280346,7
cg17611045,4
cg17640485,1
cg18337222,2
cg18349298,6
cg18603228,0
cg19402939,4
cg19445322,4
cg19962116,2
cg20916523,1
cg21123160,2
cg21487550,4
cg21585138,3
cg21664636,3
cg23189410,2
cg23189692,6
cg24159436,4
cg24524379,1
cg24675998,0
cg27353899,1
cg27363829,0
cg27642784,5
cg00335712,7
cg00688962,7
cg02650266,7
cg02662828,7
cg03544320,0
cg03792162,5
cg05491001,0
cg06424065,2
cg06594404,2
cg07094298,3
cg08812889,7
cg08979352,6
cg09098195,3
cg09390241,3
cg09978860,4
cg10197305,5
cg10366786,3
cg10453719,0
cg10966580,2
cg11294620,4
cg12069267,0
cg12363722,0
cg12811871,3
cg13023646,4
cg14029686,5
cg15078412,1
cg16026922,0
cg16786756,4
cg16919569,0
cg17397159,3
cg17932096,1
cg18912209,4
cg19908812,7
cg20058148,3
cg20456258,4
cg20729813,1
cg20814179,4
cg21300373,0
cg21512644,0
cg21717958,4
cg21722242,0
cg21811021,5
cg22153181,0
cg22718636,4
cg23939001,4
cg25107254,2
cg25456368,4
cg25932599,1
cg26133769,0
cg26479374,1
cg26741686,1
cg26832294,0
cg26986681,4
cg27207756,4
cg27339282,1
cg00127167,0
cg00582971,0
cg00611789,4
cg01256539,3
cg01925738,4
cg02010196,0
cg02343823,2
cg02707176,4
cg04005843,1
cg04124626,5
cg04454086,0
cg04518342,0
cg05016408,0
cg05494467,2
cg05521474,4
cg05903444,0
cg06536614,4
cg06782035,7
cg06905511,1
cg06933824,0
cg06976144,4
cg07408835,0
cg07496545,5
cg07564962,2
cg08616061,0
cg08957484,5
cg09054633,7
cg09452568,6
cg09500443,0
cg09655403,4
cg09660878,4
cg10530883,7
cg10616795,3
cg11168104,4
cg11322797,2
cg11482794,2
cg11624524,5
cg11625005,2
cg11861905,1
cg12395823,1
cg12408990,4
cg13954457,7
cg14502484,0
cg15025103,5
cg15168727,0
cg15335436,0
cg15595755,4
cg15671317,4
cg15672768,5
cg15929797,0
cg16006841,1
cg16049690,0
cg16272981,3
cg16293892,4
cg16512661,0
cg16624210,1
cg17370163,0
cg17500228,6
cg17774559,7
cg17840719,2
cg18045100,3
cg18273840,0
cg18424208,4
cg18631996,2
cg18765565,4
cg18781988,5
cg19078576,0
cg19731612,1
cg19967668,4
cg19978312,4
cg20563910,0
cg20750832,0
cg21081817,1
cg21573200,0
cg21915313,5
cg22827250,5
cg22879098,1
cg23506143,6
cg24082121,3
cg24172509,4
cg24996161,4
cg25026992,4
cg26076054,1
cg26078977,0
cg26328633,4
cg26422488,0
cg26446499,0
cg26516362,4
cg26844246,0
cg26886462,0
cg00084338,4
cg00807871,5
cg01047555,0
cg01152056,1
cg01286685,5
cg01758512,0
cg02106850,0
cg02524205,4
cg02772121,1
cg03438552,3
cg03517284,1
cg03678062,2
cg03771840,7
cg03960072,5
cg07028914,0
cg07187855,4
cg07188523,1
cg07223240,1
cg07257824,4
cg07382347,7
cg07417146,2
cg07518714,4
cg07883457,0
cg08375234,4
cg08453194,3
cg08476511,4
cg08839808,1
cg08956463,0
cg08979319,0
cg09001226,2
cg09048334,1
cg09187505,4
cg09279736,0
cg09572125,2
cg09637172,3
cg09749225,4
cg10135483,0
cg10176110,0
cg10182317,0
cg10563109,4
cg10647833,6
cg10721149,0
cg10890302,5
cg10904109,2
cg10923662,5
cg11068217,1
cg11540476,1
cg11563680,7
cg11671688,0
cg12633154,7
cg13246235,0
cg13299325,3
cg13912224,0
cg15253304,3
cg15562220,0
cg16530177,5
cg16867657,7
cg17478979,2
cg17536595,2
cg17553149,4
cg17674042,4
cg18217622,4
cg18833306,4
cg18912728,0
cg20053110,4
cg20980653,3
cg21010202,1
cg22237300,4
cg22570970,2
cg22620090,7
cg23618440,5
cg23746497,7
cg24246628,4
cg24366557,7
cg24442454,0
cg24869601,0
cg25351606,7
cg25657713,0
cg26121931,4
cg26466587,0
cg26715042,4
cg27226147,1
cg27239981,5
cg27535677,4
cg00048759,0
cg00094518,7
cg00106345,4
cg00552235,7
cg00553149,5
cg00840332,5
cg00867835,4
cg01003961,7
cg01285926,4
cg01381374,1
cg01996567,4
cg02497785,1
cg02820566,5
cg02914422,0
cg03188948,5
cg03190219,0
cg03357999,4
cg03817667,0
cg04021544,4
cg04633141,1
cg04652097,0
cg04996195,1
cg05223392,3
cg05425699,1
cg05732750,0
cg06155229,3
cg06335867,0
cg06352730,7
cg06589239,1
cg06783429,5
cg06975979,1
cg07045469,1
cg07075347,5
cg07138768,4
cg07143083,7
cg07750378,4
cg08575537,7
cg08580268,4
cg08641579,0
cg08832624,5
cg09124496,3
cg09506675,1
cg09658497,1
cg09937438,2
cg10092878,7
cg10259889,5
cg10477621,0
cg10552126,0
cg10720000,4
cg10742917,4
cg11024728,1
cg12348202,7
cg12479444,4
cg12575883,4
cg12597389,0
cg13207630,1
cg13381984,0
cg13578160,4
cg14398883,1
cg15134787,4
cg15782153,5
cg16172923,1
cg16234978,2
cg16627090,4
cg16649298,5
cg17429236,2
cg17827650,4
cg18402987,5
cg18961681,7
cg19183166,4
cg19230755,0
cg19346786,4
cg19594666,5
cg19629631,3
cg20164601,4
cg20603222,1
cg20697025,2
cg20848291,4
cg21126583,7
cg21733531,5
cg21887193,2
cg22114489,1
cg22620221,0
cg22747501,3
cg23316599,4
cg23752752,5
cg24497732,7
cg24707573,5
cg24729221,5
cg24830730,1
cg25712005,3
cg25820728,3
cg26224354,3
cg26814075,5
cg26996890,1
cg27100990,0
cg27393010,0
cg27454412,6
cg27549208,1
cg01471372,3
cg01518225,1
cg01906015,0
cg02048922,3
cg02110858,3
cg03454775,4
cg03635442,4
cg03660096,1
cg04122358,4
cg04169483,5
cg04773818,0
cg04880091,1
cg05056638,4
cg05453358,5
cg06010588,0
cg06383163,0
cg06401414,3
cg06808751,0
cg06822816,7
cg08174789,1
cg08756121,2
cg09232555,4
cg09442654,0
cg10806146,2
cg11062466,1
cg11204212,7
cg11424828,4
cg11460727,0
cg11469098,2
cg11471802,5
cg11701471,0
cg11826726,4
cg12097222,0
cg12166610,7
cg12258042,0
cg12296772,7
cg12877723,0
cg13257436,5
cg13282195,1
cg13434842,2
cg13735469,1
cg14015441,0
cg14354820,3
cg14486338,7
cg15316716,3
cg15427886,7
cg15628518,2
cg15858239,7
cg16316162,4
cg16419235,7
cg16783744,7
cg17052170,1
cg17173767,7
cg17465752,2
cg17470251,6
cg17486097,0
cg18343437,7
cg19893585,2
cg20607798,1
cg20661138,7
cg21163717,3
cg21183256,0
cg21244135,3
cg21709871,5
cg22382021,4
cg23291534,2
cg23495279,0
cg23958373,4
cg24142603,3
cg24634471,5
cg24809973,0
cg24911891,1
cg25017584,3
cg26872137,7
cg26925231,0
cg27005749,2
cg27317647,0
cg05863502,0
cg11510586,2
cg13397898,2
cg13449257,3
cg13544075,3
cg13558371,7
cg13571460,1
cg13679303,4
cg13874425,4
cg13888226,4
cg13985784,7
cg14018024,3
cg14185918,5
cg14217861,3
cg14255824,3
cg14294859,4
cg14326196,0
cg14349763,3
cg14389669,1
cg14406134,3
cg14425564,0
cg14620572,0
cg21160290,1
cg21167269,4
cg21251970,4
cg23928763,4
cg00158122,2
cg00159523,4
cg00824018,7
cg01150683,2
cg01476568,0
cg02477603,5
cg02721176,4
cg03015672,3
cg03171770,0
cg03354992,0
cg03463778,1
cg03599078,0
cg04189187,3
cg04270401,1
cg04492858,1
cg04707519,0
cg04813697,3
cg05098512,3
cg05184377,0
cg05237641,0
cg05265884,2
cg05791173,5
cg05898188,4
cg05971678,6
cg06159404,4
cg06324373,4
cg06474225,6
cg06648277,7
cg07044859,1
cg07055616,0
cg07091481,1
cg07151406,1
cg08461752,1
cg09577804,1
cg09614415,0
cg09634707,4
cg10056132,7
cg10298052,0
cg10804656,7
cg11376341,6
cg11430259,4
cg11445109,5
cg11705975,7
cg11727383,0
cg12060422,2
cg12610471,7
cg12765123,4
cg13327545,7
cg13714026,3
cg13750264,4
cg13933080,7
cg14156751,2
cg15638709,2
cg15795305,4
cg16208053,4
cg16501237,2
cg16532016,4
cg16664405,7
cg16692735,4
cg16697438,2
cg16750801,1
cg17301379,1
cg17477052,4
cg17841267,3
cg18247055,7
cg18358869,0
cg18675610,3
cg18699744,2
cg18737081,1
cg18932726,0
cg19317226,4
cg19904058,5
cg20087519,4
cg20638675,1
cg22633280,2
cg23304023,3
cg23615741,1
cg24205914,2
cg24621437,7
cg25604594,1
cg25888561,5
cg26115633,7
cg27177554,0
cg27312979,3
cg27367170,0
cg27469738,1
cg00270878,1
cg00496961,4
cg01178624,1
cg01530101,0
cg01568784,2
cg01677628,1
cg01794156,1
cg02046143,3
cg02423574,3
cg02423817,3
cg02646491,7
cg02973171,7
cg03146219,6
cg03155200,6
cg03274739,4
cg03528538,3
cg03730428,0
cg04940570,7
cg04942251,1
cg05353869,4
cg05475524,0
cg05733135,0
cg05898618,3
cg06064525,4
cg06299284,4
cg06679296,1
cg06719900,0
cg06766960,4
cg07675031,2
cg07688490,0
cg08214808,5
cg08227583,3
cg08356637,1
cg08804111,4
cg08829299,1
cg09251429,0
cg09527615,1
cg09767822,0
cg10261205,5
cg11284797,0
cg11537406,1
cg11909574,1
cg12064373,4
cg12500951,1
cg12832726,2
cg13228701,4
cg13570972,7
cg13771313,4
cg14130459,2
cg14249520,2
cg14699728,7
cg14780632,0
cg15296767,2
cg15310492,0
cg15861585,0
cg15916004,0
cg16385335,3
cg16554981,3
cg16776065,0
cg17176573,7
cg17416644,1
cg17566541,2
cg17611235,1
cg18032502,1
cg18723409,2
cg18729298,2
cg18987410,7
cg19021383,2
cg19284039,2
cg19679397,1
cg20171011,3
cg20596329,2
cg20809378,7
cg21011139,7
cg21663341,2
cg21782309,4
cg21893358,5
cg22136363,2
cg22805485,1
cg23854488,0
cg24049888,4
cg24891434,5
cg25203481,0
cg25258098,4
cg25886479,4
cg26051413,5
cg26226988,3
cg00610577,2
cg00766289,1
cg01054110,3
cg01352472,1
cg02734259,4
cg03539765,4
cg03565777,3
cg04347477,6
cg07679219,4
cg07877257,4
cg07986199,1
cg08696931,2
cg09692396,3
cg09800500,3
cg09887059,0
cg10317314,4
cg10665891,6
cg10906284,7
cg11429292,0
cg13504434,1
cg13575925,6
cg14062119,0
cg14078579,1
cg14497054,5
cg14844236,2
cg16065021,0
cg16374999,7
cg16408865,3
cg16519192,1
cg18644252,4
cg18877737,3
cg19796532,2
cg20090957,4
cg20181887,2
cg20731937,2
cg22125805,0
cg22249612,1
cg22490861,5
cg23081604,5
cg23128949,6
cg24131359,6
cg25201101,3
cg26922917,1
cg26931862,7
cg27179101,2
cg27651238,2
cg00525681,5
cg00963378,5
cg02030958,4
cg02320481,0
cg02547394,7
cg02611934,5
cg03486986,4
cg03954144,4
cg06133910,3
cg06259025,4
cg06452665,7
cg06470855,4
cg07296256,2
cg08136772,0
cg08293242,4
cg08510264,7
cg08959039,1
cg09469566,7
cg09907509,0
cg13846270,5
cg13903179,1
cg15653173,7
cg15696906,0
cg15972148,1
cg16705627,7
cg16820615,6
cg17555373,0
cg17655970,4
cg20293942,2
cg24492140,4
cg25461801,0
cg26444528,2
cg26609631,7
cg27031448,1
cg27260867,4
cg01775802,4
cg01840183,4
cg01873886,7
cg01993818,4
cg02287710,7
cg02299497,4
cg03575765,3
cg04224064,2
cg04517524,5
cg05057720,0
cg05402891,3
cg05931439,2
cg08182193,1
cg09341793,0
cg10077239,5
cg10101773,2
cg10501704,0
cg10920224,5
cg11115622,2
cg11143148,1
cg13225565,1
cg14020846,0
cg17007640,0
cg18313317,4
cg19811934,1
cg19865237,1
cg20310894,0
cg20478129,7
cg22789982,4
cg23112821,3
cg23248887,0
cg23998119,7
cg24740320,3
cg24779941,4
cg26260369,4
cg26354128,0
cg26967100,7
cg27170268,6
cg01178680,0
cg01919939,1
cg02486855,1
cg03209642,7
cg04140663,0
cg04188862,0
cg05790451,2
cg06107293,6
cg07057579,0
cg07774964,3
cg08433504,1
cg09397246,2
cg09827761,5
cg12546081,4
cg12685846,0
cg12863693,1
cg13136933,4
cg13626582,4
cg14512563,0
cg15605858,2
cg16275295,2
cg16391327,1
cg18388910,4
cg18490614,2
cg19295951,0
cg19461383,4
cg19556901,4
cg19821713,0
cg19965221,7
cg20255370,1
cg20318166,0
cg20592017,4
cg21149266,6
cg21402921,0
cg21791017,5
cg22159025,4
cg23934731,0
cg24139093,0
cg24152845,4
cg24369989,0
cg25404375,3
cg25895948,0
cg26942432,6
cg27578811,7
cg27649239,0
cg27664085,4
cg00249383,2
cg00452882,1
cg00942219,0
cg01023759,1
cg01107178,3
cg01207684,1
cg01718742,0
cg02352240,0
cg02548364,0
cg02564175,1
cg02852791,6
cg03415617,5
cg03507326,3
cg03728674,3
cg03834411,1
cg03890691,5
cg04194840,3
cg04208403,3
cg04716530,3
cg04914946,6
cg05083852,2
cg05413628,4
cg05457730,4
cg05638439,1
cg06233301,1
cg06552969,1
cg06601581,3
cg06602086,4
cg06749872,3
cg07310671,1
cg07336350,7
cg07516511,4
cg07605523,1
cg07639376,4
cg07646362,4
cg07850527,7
cg08084154,4
cg08277369,1
cg08296037,4
cg08428292,1
cg08438529,3
cg08511886,1
cg08886823,2
cg08923669,4
cg09259081,1
cg09316954,1
cg09477019,5
cg09482050,4
cg09642825,3
cg15811515,5
cg16372632,4
cg16391678,3
cg27183791,3
cg27219841,1
cg27228433,4
cg27365295,1
cg27583010,3
cg00376544,7
cg00430613,4
cg00594854,3
cg00911794,0
cg00945209,3
cg00974761,3
cg01461856,4
cg01543184,6
cg01637175,4
cg01781617,4
cg02093112,7
cg02228675,5
cg02374745,0
cg02452435,4
cg02676175,4
cg02930419,4
cg03407747,4
cg03803541,4
cg04042333,3
cg04296540,0
cg04352272,2
cg05373251,3
cg05726661,2
cg05856321,4
cg05978306,2
cg06100756,2
cg06126721,1
cg06893273,1
cg07075026,1
cg07146073,3
cg07274618,2
cg07697428,3
cg07739179,5
cg07937925,2
cg08154101,4
cg08500763,2
cg08591265,3
cg09096555,0
cg09121543,3
cg09187107,6
cg09648727,3
cg09812376,4
cg10137837,7
cg10186366,2
cg10308785,1
cg11068289,3
cg11183072,2
cg11641791,5
cg12077963,3
cg12765064,5
cg14011789,3
cg14181409,6
cg14263391,2
cg14947218,1
cg15191021,4
cg15825321,0
cg16047279,1
cg16340422,3
cg16513459,4
cg16755500,0
cg16766914,4
cg16810031,4
cg16835101,4
cg16968985,4
cg16969368,0
cg17179862,4
cg17525495,6
cg17807479,5
cg18026225,5
cg18128536,4
cg19030682,3
cg19056772,0
cg19163395,1
cg19430537,4
cg19447962,6
cg19563510,2
cg19618897,3
cg19935040,0
cg20273670,0
cg20769177,5
cg20966754,1
cg21237687,4
cg21347874,1
cg21692620,5
cg21926619,6
cg22120714,0
cg22175814,4
cg22193912,6
cg22534110,4
cg23161218,2
cg23350904,2
cg23365801,4
cg23621097,0
cg23669081,5
cg23766254,5
cg24122498,2
cg24709951,3
cg24803719,5
cg24870966,3
cg25563256,0
cg25657218,4
cg25858132,4
cg26879581,5
cg27125849,0
cg27138293,5
cg27375378,5
cg27395066,2
cg00366917,1
cg00636427,2
cg01056135,6
cg02750262,5
cg03614193,7
cg03972071,5
cg07637837,1
cg15916399,7
cg16922039,0
cg18044383,0
cg20192747,7
cg21330207,4
cg23883696,0
cg24202131,5
cg24880056,7
cg25423077,4
cg00449767,1
cg00479463,3
cg00591868,3
cg00593900,0
cg01023751,3
cg01410876,5
cg01428589,0
cg01542019,3
cg02624701,4
cg02711397,7
cg02872767,4
cg02919615,0
cg03192598,7
cg03593550,0
cg03624195,2
cg03630821,4
cg04164838,4
cg04419610,7
cg04546413,4
cg04731544,7
cg05006231,5
cg05027597,2
cg05213896,7
cg05308495,4
cg05368740,5
cg06379435,6
cg06423211,4
cg06706159,3
cg06942742,5
cg07060551,7
cg07355926,5
cg07382454,7
cg07749412,5
cg07785717,0
cg08145067,2
cg08305436,0
cg08324152,4
cg08461949,7
cg08570691,3
cg08617160,4
cg08852641,3
cg09450024,4
cg09515953,0
cg09521703,5
cg09578475,7
cg09907936,2
cg09935271,3
cg10374084,4
cg10404009,1
cg10604476,5
cg10665321,0
cg10687087,4
cg10769989,1
cg10783469,5
cg11254700,0
cg11395414,1
cg11902728,6
cg12156512,6
cg12216477,4
cg12227172,7
cg12542255,2
cg13404054,7
cg13407975,2
cg13558754,2
cg14036830,7
cg14101485,6
cg14106680,4
cg14299480,1
cg14582763,0
cg14679780,3
cg15027300,2
cg15030849,0
cg15213081,4
cg15215348,5
cg15572907,1
cg15576517,6
cg15690347,5
cg16015423,2
cg16194588,4
cg16615829,4
cg16672562,1
cg16744531,4
cg17780246,5
cg17810176,2
cg17861230,7
cg17929770,2
cg18075691,4
cg18229178,5
cg18384778,0
cg18417954,0
cg18541087,3
cg18563413,5
cg19344626,3
cg19485202,5
cg19497523,1
cg19517476,3
cg20106459,7
cg20464719,4
cg20667364,5
cg21869609,4
cg21994712,4
cg22195627,0
cg22294740,4
cg23331484,7
cg23368787,7
cg23463608,3
cg24137511,3
cg24175803,4
cg24368848,7
cg24377495,4
cg24415208,0
cg24476033,4
cg24679890,2
cg24714497,5
cg24794228,5
cg24840300,4
cg24911113,0
cg24923931,4
cg25352836,0
cg25537993,0
cg25556122,3
cg25623524,4
cg25784220,0
cg26254045,5
cg26734888,0
cg26746936,0
cg26827373,0
cg26890189,7
cg26923490,7
cg26988138,1
cg27072996,2
cg27152890,5
cg27391267,0
cg00199007,2
cg00446123,1
cg00929635,2
cg01220680,0
cg01552272,0
cg02231404,4
cg03774514,0
cg04787211,5
cg06060522,4
cg07543830,5
cg07676859,0
cg09282500,3
cg10636447,5
cg12215340,0
cg12894649,0
cg14345012,0
cg14815891,5
cg14947478,1
cg16552454,2
cg16737517,5
cg17116120,4
cg20513976,1
cg20779964,2
cg21201401,1
cg22138735,4
cg22328786,7
cg22534145,5
cg23169957,0
cg23944804,0
cg24112000,1
cg24675557,4
cg24733560,4
cg25006249,4
cg25557432,0
cg25712981,4
cg26083330,4
cg26861732,4
cg27262717,0
cg00994804,1
cg01579765,4
cg01664727,4
cg02119577,4
cg02119792,5
cg02869559,1
cg04217515,6
cg06167719,1
cg06758350,1
cg07581732,0
cg10044179,1
cg11766577,1
cg11767757,3
cg12477880,1
cg13951069,1
cg16624482,6
cg16784985,4
cg22240348,5
cg24945462,1
cg25783241,1
cg00093544,0
cg00784671,1
cg01257975,0
cg01808030,4
cg02469909,2
cg03364108,2
cg04046669,2
cg04965050,0
cg05064106,4
cg05992904,1
cg06148736,4
cg06268694,7
cg07059402,1
cg07416664,1
cg09435190,4
cg09619624,4
cg10836392,0
cg10941566,7
cg11377136,0
cg12492885,0
cg13909895,1
cg14509403,2
cg15209808,2
cg15548613,5
cg15552843,2
cg15909981,0
cg18445088,7
cg18708252,3
cg19112186,4
cg20164887,0
cg20744362,1
cg20996561,2
cg22189786,4
cg22471075,1
cg23400715,3
cg23825480,4
cg27619353,3
cg00020474,2
cg00028022,1
cg00112952,6
cg00251125,3
cg00318631,1
cg00359365,1
cg00464946,3
cg00484358,7
cg00815832,4
cg00821310,3
cg00913954,6
cg00921097,3
cg00944785,6
cg00964446,3
cg00995854,6
cg01040850,3
cg01062020,1
cg01427815,4
cg01459453,3
cg01554474,1
cg01557798,7
cg01711077,3
cg01713950,3
cg01785514,1
cg01901101,0
cg01910639,3
cg01974375,3
cg02243785,0
cg02487331,5
cg02772605,5
cg02912371,3
cg02922776,6
cg02951739,3
cg02952913,6
cg02976588,6
cg03149128,7
cg03254146,1
cg03396347,4
cg03422911,7
cg03518202,3
cg03655142,3
cg03678274,6
cg03749154,3
cg04083966,4
cg04193160,0
cg04205769,6
cg04206665,4
cg04219099,5
cg04231677,6
cg04244970,1
cg04275362,3
cg04287259,3
cg04290171,3
cg04295372,6
cg04395153,4
cg04411044,1
cg04491808,3
cg04552418,6
cg04567445,0
cg04573706,3
cg04605532,6
cg04811114,4
cg04830316,3
cg04885825,3
cg04885881,3
cg05365199,3
cg05598488,4
cg05697274,5
cg05761882,1
cg05768419,3
cg05776630,1
cg05802386,3
cg05843457,1
cg05919685,3
cg06060874,3
cg06205333,1
cg06223162,4
cg06335143,7
cg06338710,4
cg06358171,2
cg06635351,6
cg06644515,3
cg06794355,1
cg06825163,4
cg06853416,3
cg06911110,3
cg06935979,4
cg06951677,1
cg07033722,6
cg07157834,1
cg07167872,4
cg07178825,7
cg07312601,3
cg07388493,3
cg07515989,0
cg07797372,3
cg07814932,1
cg07817856,1
cg07948875,6
cg07979236,6
cg08111158,4
cg08128734,3
cg08237401,2
cg08260406,4
cg08277548,1
cg08477332,5
cg08491437,3
cg08539965,6
cg08639434,4
cg08650784,3
cg08727996,4
cg08840010,1
cg08893087,3
cg08895590,1
cg08944170,4
cg09082287,0
cg09118625,5
cg09277376,2
cg09359103,4
cg09791504,3
cg09809672,3
cg09935388,1
cg10202113,3
cg10431747,2
cg10495683,6
cg10576245,2
cg10584024,1
cg10587082,3
cg10824677,4
cg10826999,6
cg10880902,3
cg10901806,3
cg10958452,6
cg11003133,3
cg11136041,1
cg11137145,3
cg11142333,3
cg11231349,3
cg11256186,4
cg11314684,3
cg11348257,6
cg11425788,3
cg11587191,3
cg11742688,1
cg11842367,5
cg11846112,0
cg11851382,3
cg12079303,3
cg12126706,1
cg12139069,3
cg12278474,3
cg12640482,3
cg12648811,4
cg12691488,5
cg12725760,4
cg12876356,1
cg13115222,3
cg13299824,3
cg13385220,3
cg13420364,1
cg13423554,2
cg13440692,1
cg13446689,1
cg13457410,4
cg13529755,4
cg13854219,6
cg13918804,1
cg13925011,3
cg14028598,6
cg14074626,3
cg14159672,4
cg14171486,2
cg14200127,3
cg14518227,1
cg14614643,3
cg14615152,3
cg14732540,1
cg14893161,4
cg14985891,6
cg15057250,1
cg15358723,3
cg15393490,3
cg15481583,3
cg15512289,1
cg15591803,4
cg15629460,5
cg15718932,3
cg15731815,0
cg15830864,1
cg16008966,3
cg16080552,5
cg16102739,6
cg16104584,1
cg16348158,3
cg16384864,3
cg16512885,4
cg16686396,3
cg16734875,3
cg16908123,1
cg16966139,3
cg17013990,6
cg17163404,1
cg17168771,5
cg17168836,3
cg17217296,1
cg17226042,1
cg17241310,0
cg17328665,4
cg17435683,3
cg17453456,3
cg17508639,3
cg17591816,6
cg17737314,6
cg17972213,1
cg18023598,7
cg18028470,3
cg18140268,4
cg18150280,3
cg18354264,4
cg18391209,5
cg18595867,2
cg18765906,3
cg18854765,6
cg18933331,3
cg18964582,3
cg19260376,4
cg19261426,3
cg19317258,3
cg19471466,5
cg19510626,3
cg19560758,7
cg19679865,4
cg19743168,1
cg19800670,0
cg19806310,1
cg19811148,3
cg19815596,5
cg19864060,3
cg19872095,3
cg20149168,5
cg20245116,4
cg20311002,3
cg20324858,3
cg20433858,4
